cast  event       date      time  lat       lon       prmax   bot_Nis  depth     press     temp     potemp    sigma_0   sal_cal  O2_cal  sal_nis  o2_nis  
31    11166-1100  20110615  0214  37.520    141.443   126.0   17       49.8      50.2      10.797   10.794    1025.842  33.753   5.976   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   16       89.1      89.8      9.436    9.429     1026.128  33.823   6.009   33.826   5.975   
31    11166-1100  20110615  0214  37.520    141.443   126.0   15       89.1      89.8      9.436    9.429     1026.128  33.823   6.009   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   14       98.9      99.7      9.755    9.746     1026.168  33.941   5.913   33.929   5.851   
31    11166-1100  20110615  0214  37.520    141.443   126.0   13       98.6      99.4      9.725    9.716     1026.167  33.933   5.918   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   12       98.6      99.4      9.725    9.716     1026.167  33.933   5.918   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   11       98.8      99.6      9.745    9.736     1026.168  33.938   5.915   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   10       98.7      99.5      9.735    9.726     1026.168  33.936   5.917   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   9        98.8      99.6      9.745    9.736     1026.168  33.938   5.915   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   8        123.5     124.4     8.976    8.965     1026.254  33.888   5.794   33.886   5.769   
31    11166-1100  20110615  0214  37.520    141.443   126.0   7        123.7     124.6     8.977    8.966     1026.254  33.888   5.790   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   6        123.4     124.3     8.976    8.964     1026.254  33.888   5.795   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   5        123.8     124.7     8.977    8.966     1026.254  33.889   5.789   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   4        123.7     124.6     8.977    8.966     1026.254  33.888   5.790   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   3        123.5     124.4     8.976    8.965     1026.254  33.888   5.794   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   2        123.7     124.6     8.977    8.966     1026.254  33.888   5.790   nd       nd      
31    11166-1100  20110615  0214  37.520    141.443   126.0   1        123.3     124.2     8.975    8.964     1026.254  33.888   5.797   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   24       14.9      15.0      15.076   15.077    1025.171  33.981   7.350   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   23       15.4      15.5      14.706   14.707    1025.279  34.017   7.335   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   22       15.6      15.7      14.558   14.559    1025.322  34.031   7.330   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   21       15.9      16.0      14.336   14.338    1025.385  34.052   7.321   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   20       16.2      16.3      14.313   14.314    1025.396  34.060   7.294   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   19       16.4      16.5      14.297   14.299    1025.404  34.065   7.276   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   18       16.5      16.6      14.290   14.291    1025.407  34.068   7.267   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   17       16.6      16.7      14.282   14.283    1025.411  34.071   7.258   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   16       17.0      17.1      14.251   14.252    1025.426  34.081   7.223   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   15       17.4      17.5      14.220   14.220    1025.440  34.092   7.187   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   14       17.7      17.8      14.196   14.197    1025.451  34.099   7.160   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   13       17.8      17.9      14.188   14.189    1025.455  34.102   7.151   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   12       17.8      17.9      14.188   14.189    1025.455  34.102   7.151   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   11       17.7      17.8      14.196   14.197    1025.451  34.099   7.160   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   10       17.8      17.9      14.188   14.189    1025.455  34.102   7.151   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   9        17.9      18.0      14.181   14.181    1025.459  34.105   7.142   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   8        18.0      18.1      14.176   14.177    1025.461  34.106   7.131   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   7        17.9      18.0      14.181   14.181    1025.459  34.105   7.142   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   6        17.7      17.8      14.196   14.197    1025.451  34.099   7.160   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   5        17.8      17.9      14.188   14.189    1025.455  34.102   7.151   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   4        18.0      18.1      14.176   14.177    1025.461  34.106   7.131   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   3        18.1      18.2      14.171   14.172    1025.463  34.108   7.120   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   2        17.8      17.9      14.188   14.189    1025.455  34.102   7.151   nd       nd      
32    11166-1203  20110615  0314  37.517    141.441   112.0   1        17.5      17.6      14.212   14.213    1025.444  34.094   7.178   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   24       6.8       6.9       17.003   17.006    1024.722  33.967   6.682   33.979   6.459   
33    11166-1608  20110615  0728  36.998    141.400   174.0   23       6.8       6.9       17.003   17.006    1024.722  33.967   6.682   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   22       6.8       6.9       17.003   17.006    1024.722  33.967   6.682   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   21       20.0      20.1      16.170   16.171    1025.001  34.078   6.372   34.096   6.712   
33    11166-1608  20110615  0728  36.998    141.400   174.0   20       20.0      20.1      16.170   16.171    1025.001  34.078   6.372   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   19       20.0      20.1      16.170   16.171    1025.001  34.078   6.372   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   18       19.9      20.0      16.199   16.200    1024.992  34.074   6.387   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   17       20.0      20.1      16.170   16.171    1025.001  34.078   6.372   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   16       49.1      49.5      12.622   12.618    1025.854  34.205   5.614   34.208   5.612   
33    11166-1608  20110615  0728  36.998    141.400   174.0   15       49.1      49.5      12.622   12.618    1025.854  34.205   5.614   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   14       49.2      49.6      12.609   12.605    1025.856  34.205   5.615   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   13       49.2      49.6      12.609   12.605    1025.856  34.205   5.615   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   12       49.2      49.6      12.609   12.605    1025.856  34.205   5.615   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   11       74.9      75.5      10.627   10.621    1026.141  34.098   5.791   34.115   5.740   
33    11166-1608  20110615  0728  36.998    141.400   174.0   10       89.6      90.3      9.866    9.858     1026.238  34.054   5.849   34.051   5.770   
33    11166-1608  20110615  0728  36.998    141.400   174.0   9        99.5      100.3     9.543    9.534     1026.272  34.029   5.760   34.033   5.740   
33    11166-1608  20110615  0728  36.998    141.400   174.0   8        99.7      100.5     9.540    9.531     1026.272  34.028   5.760   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   7        99.6      100.4     9.541    9.533     1026.272  34.029   5.760   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   6        99.5      100.3     9.543    9.534     1026.272  34.029   5.760   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   5        99.6      100.4     9.541    9.533     1026.272  34.029   5.760   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   4        124.4     125.4     9.109    9.098     1026.316  33.995   5.779   33.987   5.752   
33    11166-1608  20110615  0728  36.998    141.400   174.0   3        124.1     125.1     9.113    9.102     1026.316  33.995   5.778   nd       nd      
33    11166-1608  20110615  0728  36.998    141.400   174.0   2        171.5     172.8     8.848    8.831     1026.326  33.954   5.507   33.950   5.572   
33    11166-1608  20110615  0728  36.998    141.400   174.0   1        171.7     173.0     8.847    8.831     1026.326  33.954   5.510   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   24       9.9       10.0      14.781   14.784    1025.335  34.111   4.344   34.092   6.727   
34    11166-2100  20110615  1222  36.501    141.400   122.0   23       9.9       10.0      14.781   14.784    1025.335  34.111   4.344   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   22       9.8       9.9       14.831   14.833    1025.319  34.105   4.327   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   21       9.9       10.0      14.781   14.784    1025.335  34.111   4.344   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   20       9.8       9.9       14.831   14.833    1025.319  34.105   4.327   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   19       10.1      10.2      14.734   14.736    1025.347  34.112   4.378   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   18       23.2      23.4      13.749   13.749    1025.579  34.143   6.041   34.141   6.041   
34    11166-2100  20110615  1222  36.501    141.400   122.0   17       23.3      23.5      13.743   13.743    1025.580  34.144   6.038   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   16       23.4      23.6      13.737   13.737    1025.581  34.144   6.035   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   15       23.1      23.3      13.755   13.755    1025.577  34.143   6.044   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   14       23.4      23.6      13.737   13.737    1025.581  34.144   6.035   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   13       23.1      23.3      13.755   13.755    1025.577  34.143   6.044   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   12       53.1      53.5      11.596   11.592    1025.990  34.129   5.452   34.124   5.453   
34    11166-2100  20110615  1222  36.501    141.400   122.0   11       53.3      53.7      11.588   11.584    1025.993  34.130   5.454   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   10       53.0      53.4      11.600   11.596    1025.989  34.129   5.452   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   9        53.4      53.8      11.583   11.579    1025.994  34.130   5.455   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   8        53.3      53.7      11.588   11.584    1025.993  34.130   5.454   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   7        53.0      53.4      11.600   11.596    1025.989  34.129   5.452   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   6        104.1     104.9     10.143   10.134    1026.303  34.197   4.628   34.208   4.628   
34    11166-2100  20110615  1222  36.501    141.400   122.0   5        104.3     105.1     10.118   10.108    1026.305  34.194   4.638   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   4        104.2     105.0     10.131   10.121    1026.304  34.196   4.633   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   3        104.3     105.1     10.118   10.108    1026.305  34.194   4.638   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   2        104.2     105.0     10.131   10.121    1026.304  34.196   4.633   nd       nd      
34    11166-2100  20110615  1222  36.501    141.400   122.0   1        104.2     105.0     10.131   10.121    1026.304  34.196   4.633   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  24       10.2      10.3      15.770   15.772    1025.027  33.994   6.291   33.882   6.369   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  23       10.2      10.3      15.770   15.772    1025.027  33.994   6.291   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  22       19.7      19.8      13.944   13.944    1025.527  34.129   6.526   34.123   6.582   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  21       20.0      20.1      13.915   13.915    1025.534  34.130   6.513   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  20       19.8      19.9      13.933   13.933    1025.530  34.129   6.522   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  19       49.7      50.1      12.406   12.402    1025.793  34.072   5.715   34.074   5.827   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  18       50.2      50.6      12.364   12.360    1025.799  34.070   5.708   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  17       49.7      50.1      12.406   12.402    1025.793  34.072   5.715   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  16       74.7      75.3      10.560   10.553    1026.212  34.173   5.628   34.170   5.800   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  15       99.3      100.1     9.514    9.506     1026.326  34.092   4.978   34.128   4.957   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  14       99.0      99.8      9.552    9.543     1026.324  34.097   4.985   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  13       99.5      100.3     9.506    9.497     1026.327  34.091   4.967   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  12       198.2     199.8     5.615    5.600     1026.519  33.629   5.718   33.635   5.930   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  11       198.4     200.0     5.605    5.590     1026.519  33.628   5.717   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  10       198.3     199.9     5.610    5.595     1026.519  33.629   5.718   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  9        198.4     200.0     5.605    5.590     1026.519  33.628   5.717   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  8        496.1     500.4     5.059    5.021     1026.957  34.097   2.307   34.093   2.269   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  7        495.9     500.2     5.055    5.017     1026.957  34.096   2.308   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  6        496.1     500.4     5.059    5.021     1026.957  34.097   2.307   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  5        495.8     500.1     5.053    5.015     1026.957  34.096   2.308   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  4        990.7     1000.4    3.002    2.935     1027.387  34.368   1.001   34.369   0.916   
35    11167-0517  20110615  2043  36.499    141.401   1000.0  3        990.6     1000.3    3.002    2.935     1027.387  34.368   1.001   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  2        990.8     1000.5    3.002    2.934     1027.387  34.368   1.001   nd       nd      
35    11167-0517  20110615  2043  36.499    141.401   1000.0  1        990.5     1000.2    3.002    2.935     1027.387  34.368   1.001   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  24       9.5       9.6       20.631   20.634    1024.123  34.380   5.518   34.379   5.299   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  23       9.6       9.7       20.624   20.627    1024.125  34.380   5.518   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  22       9.4       9.5       20.637   20.640    1024.121  34.380   5.517   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  21       19.8      19.9      20.419   20.421    1024.181  34.382   4.935   34.383   5.354   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  20       20.0      20.1      20.416   20.417    1024.183  34.382   4.931   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  19       20.0      20.1      20.416   20.417    1024.183  34.382   4.931   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  18       19.9      20.0      20.418   20.419    1024.182  34.381   4.921   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  17       50.8      51.2      17.135   17.131    1025.184  34.608   4.557   34.608   4.875   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  16       50.6      51.0      17.139   17.135    1025.184  34.608   4.566   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  15       50.3      50.7      17.145   17.140    1025.182  34.608   4.580   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  14       50.4      50.8      17.143   17.139    1025.183  34.608   4.576   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  13       99.6      100.4     14.546   14.534    1025.733  34.557   4.195   34.556   4.204   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  12       99.5      100.3     14.547   14.536    1025.732  34.557   4.196   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  11       99.5      100.3     14.547   14.536    1025.732  34.557   4.196   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  10       178.8     180.2     10.242   10.223    1026.260  34.161   5.808   34.162   5.883   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  9        178.8     180.2     10.242   10.223    1026.260  34.161   5.808   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  8        243.3     245.2     7.199    7.177     1026.429  33.774   5.931   33.773   5.732   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  7        243.1     245.0     7.195    7.174     1026.428  33.772   5.928   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  6        397.3     400.6     4.814    4.785     1026.776  33.835   3.610   33.822   3.623   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  5        396.9     400.2     4.793    4.764     1026.775  33.831   3.615   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  4        743.9     750.7     4.151    4.095     1027.227  34.309   1.486   34.307   1.401   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  3        743.8     750.6     4.151    4.096     1027.227  34.309   1.486   nd       nd      
36    11167-1149  20110616  0315  36.006    141.399   1000.0  2        990.4     1000.1    3.069    3.002     1027.381  34.369   1.028   34.363   0.920   
36    11167-1149  20110616  0315  36.006    141.399   1000.0  1        990.4     1000.1    3.069    3.002     1027.381  34.369   1.028   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   24       10.4      10.5      17.057   17.059    1024.759  34.031   6.417   34.022   6.235   
37    11167-1823  20110616  0938  36.499    142.003   120.0   23       10.5      10.6      17.047   17.049    1024.761  34.031   6.417   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   22       10.4      10.5      17.057   17.059    1024.759  34.031   6.417   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   21       10.7      10.8      17.026   17.028    1024.765  34.030   6.417   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   20       10.4      10.5      17.057   17.059    1024.759  34.031   6.417   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   19       10.4      10.5      17.057   17.059    1024.759  34.031   6.417   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   18       22.8      23.0      14.521   14.521    1025.525  34.284   6.536   34.282   5.905   
37    11167-1823  20110616  0938  36.499    142.003   120.0   17       23.2      23.4      14.514   14.514    1025.526  34.283   6.523   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   16       22.7      22.9      14.523   14.523    1025.525  34.284   6.539   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   15       23.0      23.2      14.517   14.518    1025.525  34.283   6.529   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   14       22.9      23.1      14.519   14.519    1025.525  34.284   6.533   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   13       23.1      23.3      14.516   14.516    1025.526  34.283   6.526   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   12       53.1      53.5      12.513   12.509    1026.019  34.390   4.912   34.370   4.446   
37    11167-1823  20110616  0938  36.499    142.003   120.0   11       52.8      53.2      12.476   12.472    1026.013  34.374   4.964   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   10       52.8      53.2      12.476   12.472    1026.013  34.374   4.964   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   9        52.9      53.3      12.488   12.484    1026.015  34.379   4.947   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   8        52.8      53.2      12.476   12.472    1026.013  34.374   4.964   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   7        53.1      53.5      12.513   12.509    1026.019  34.390   4.912   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   6        102.6     103.4     10.373   10.363    1026.264  34.197   5.936   34.193   5.936   
37    11167-1823  20110616  0938  36.499    142.003   120.0   5        102.5     103.3     10.374   10.364    1026.264  34.197   5.937   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   4        102.9     103.7     10.370   10.361    1026.264  34.197   5.933   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   3        102.7     103.5     10.372   10.363    1026.264  34.197   5.935   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   2        103.3     104.1     10.367   10.357    1026.265  34.197   5.928   nd       nd      
37    11167-1823  20110616  0938  36.499    142.003   120.0   1        103.3     104.1     10.367   10.357    1026.265  34.197   5.928   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  24       9.1       9.2       15.911   15.913    1025.097  34.126   6.267   34.120   6.615   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  23       9.2       9.3       15.888   15.890    1025.102  34.126   6.266   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  22       19.5      19.6      13.735   13.735    1025.556  34.110   6.764   34.109   6.244   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  21       18.7      18.8      13.888   13.889    1025.525  34.111   6.743   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  20       19.1      19.2      13.811   13.812    1025.540  34.111   6.754   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  19       49.7      50.1      12.490   12.486    1026.031  34.400   4.200   34.394   4.261   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  18       50.5      50.9      12.465   12.461    1026.038  34.403   4.144   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  17       49.4      49.8      12.498   12.495    1026.028  34.398   4.223   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  16       73.5      74.1      10.607   10.601    1026.223  34.198   5.761   34.191   5.885   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  15       99.5      100.3     10.088   10.079    1026.284  34.161   5.742   34.164   5.840   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  14       99.9      100.7     10.079   10.069    1026.285  34.160   5.740   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  13       99.1      99.9      10.099   10.090    1026.283  34.161   5.743   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  12       197.2     198.7     7.241    7.224     1026.454  33.814   5.584   33.795   5.556   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  11       197.2     198.7     7.241    7.224     1026.454  33.814   5.584   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  10       197.1     198.6     7.247    7.230     1026.453  33.814   5.577   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  9        197.0     198.5     7.253    7.237     1026.453  33.815   5.570   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  8        497.0     501.3     3.609    3.576     1026.993  33.950   1.830   33.945   1.828   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  7        497.5     501.8     3.611    3.578     1026.993  33.950   1.827   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  6        496.3     500.6     3.608    3.575     1026.993  33.949   1.834   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  5        497.6     501.9     3.611    3.578     1026.993  33.950   1.827   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  4        990.8     1000.5    3.008    2.941     1027.394  34.378   0.968   34.377   0.926   
38    11168-0530  20110616  2102  36.491    142.079   1002.0  3        991.0     1000.7    3.008    2.941     1027.394  34.378   0.968   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  2        991.0     1000.7    3.008    2.941     1027.394  34.378   0.968   nd       nd      
38    11168-0530  20110616  2102  36.491    142.079   1002.0  1        990.7     1000.4    3.008    2.941     1027.394  34.378   0.968   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  24       9.6       9.7       17.490   17.492    1024.587  33.942   5.943   33.929   5.932   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  23       9.3       9.4       17.525   17.528    1024.577  33.940   5.943   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  22       9.1       9.2       17.549   17.551    1024.570  33.938   5.942   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  21       20.6      20.8      14.014   14.014    1025.390  33.970   6.794   33.969   6.750   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  20       20.4      20.6      14.048   14.048    1025.383  33.971   6.788   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  19       20.4      20.6      14.048   14.048    1025.383  33.971   6.788   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  18       20.0      20.1      14.134   14.134    1025.366  33.972   6.774   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  17       48.3      48.7      12.698   12.694    1025.641  33.949   6.043   33.957   6.125   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  16       48.9      49.3      12.572   12.569    1025.664  33.948   6.027   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  15       49.5      49.9      12.446   12.443    1025.688  33.947   6.010   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  14       48.0      48.4      12.760   12.757    1025.629  33.950   6.052   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  13       99.2      100.0     7.454    7.447     1026.414  33.803   5.469   33.810   5.442   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  12       100.6     101.4     7.320    7.313     1026.422  33.789   5.525   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  11       99.9      100.7     7.387    7.380     1026.418  33.796   5.497   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  10       202.1     203.7     6.060    6.044     1026.684  33.908   3.674   33.920   3.900   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  9        201.3     202.9     6.077    6.061     1026.684  33.910   3.671   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  8        400.6     403.9     4.153    4.125     1026.987  34.011   2.000   34.017   1.974   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  7        400.0     403.3     4.171    4.143     1026.986  34.013   2.004   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  6        490.2     494.4     4.232    4.197     1027.100  34.163   1.460   34.160   1.509   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  5        492.9     497.1     4.258    4.223     1027.107  34.175   1.452   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  4        743.0     749.8     3.352    3.302     1027.312  34.317   0.968   34.313   0.985   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  3        743.2     750.0     3.352    3.302     1027.312  34.317   0.968   nd       nd      
39    11168-1037  20110617  0208  36.499    142.495   1004.0  2        994.0     1003.7    2.884    2.818     1027.411  34.386   0.884   34.382   0.879   
39    11168-1037  20110617  0208  36.499    142.495   1004.0  1        994.0     1003.7    2.884    2.818     1027.411  34.386   0.884   nd       nd      
40    11168-1613  20110617  0740  36.999    142.501   1000.0  24       9.8       9.9       16.548   16.551    1024.781  33.906   5.907   33.861   6.000   
